vx_mps,vy_mps,dpsi_radps,ax_mps2,ay_mps2,deltawheel_rad,TwheelRL_Nm,TwheelRR_Nm,pBrakeF_bar,pBrakeR_bar
3.054699329,0.002777106,0.00510125,4.720520973,0.211882159,0.00715585,1143.75,1150,0,0
3.0841314600472,0.00594543988810787,0.00666950766990112,5.99664953435394,0.267341062611031,0.00715585,1143.75,1150,0,0
3.16651777306552,0.007611587571704,0.00738154766935502,1.91269599172268,0.108175333786892,0.00715585,1056.25,1031.25,0,0
3.2435497796703,0.00850852531410374,0.00772235237080247,2.0379277920266,0.0487017203058426,0.00715585,1031.25,1031.25,0,0
3.32184905514472,0.00905828093537682,0.00795713257830724,2.27225331936759,-0.054184956767691,0.006457718,1106.25,1037.5,0,0
3.40221648570725,0.00897143711600717,0.00764112528723541,2.60507705138793,-0.0287616202567137,0.006457718,1106.25,1118.75,0,0
3.48448783595435,0.00902712246224817,0.00764058427058821,2.3167356514888,-0.109665359170919,0.005585053,1106.25,1118.75,0,0
3.55750000362245,0.00854321667203783,0.00707198653639867,1.67465526949388,-0.132690921112071,0.004886922,1112.5,1012.5,0,0
3.62456271775974,0.00787181023225277,0.00639206671291051,-0.317247942421948,-0.0696624889797315,0.004886922,1068.75,1037.5,0,0
3.64998258271504,0.00756319143742445,0.00618471722477119,2.15484565246976,-0.136386795042512,0.004014257,1025,1025,0,0
3.72588744285337,0.00684747665057211,0.00549460128940216,2.27702338661702,-0.0718893113792566,0.004014257,1068.75,1056.25,0,0
3.79979781913658,0.00650828196059486,0.00527899805623109,2.38916436759356,-0.037750290346001,0.004014257,1068.75,1056.25,0,0
3.87825538875803,0.00638361385738844,0.00526736731093011,2.66871005380571,-0.0194290078805332,0.004014257,1137.5,1106.25,0,0
3.95514083182629,0.00635456802784571,0.00531270771398328,2.3962919910173,-0.00882011082086985,0.004014257,1106.25,1093.75,0,0
4.0258534341091,0.00639452331141904,0.00540172947407801,2.27137398385624,-0.0037995112751481,0.004014257,1050,1093.75,0,0
4.07945191901454,0.00645248178381679,0.00548432912348891,2.52235740229067,0.0919225907476054,0.004886922,1031.25,1037.5,0,0
4.15903938911429,0.00714227748773119,0.00627561493532141,1.99538055243864,0.0545798133223756,0.004886922,1031.25,1037.5,0,0
4.2014526366093,0.00757191112168942,0.00666451750610909,2.34495337869063,0.0310094054143681,0.004886922,1131.25,1131.25,0,0
4.28030904152452,0.00786542728768093,0.00689094633009242,2.50544014103682,0.0214558554312959,0.004886922,1031.25,1150,0,0
4.35732664339038,0.00807695843387053,0.00704367599936456,2.63736020419533,0.0169480028537094,0.004886922,1150,1093.75,0,0
4.43448448819343,0.00826073957166195,0.00718800976956687,1.35438600625525,0.0144547784391295,0.004886922,1162.5,1087.5,0,0
4.49670215309734,0.00841122089404975,0.00730703329370027,2.63328624462848,0.0122650144510301,0.004886922,1162.5,1087.5,0,0
4.57476540257184,0.008552264965369,0.00742903120894706,1.73657519975278,0.0878236011592877,0.005585053,1068.75,1093.75,0,0
4.64404309977161,0.00918348066786657,0.00812807073552496,0.404769922057495,-0.0173213356514267,0.004886922,1125,1168.75,0,0
4.69637483319579,0.00910053742571331,0.00792434030757212,2.41668322083039,-0.00633396490722406,0.004886922,1087.5,1181.25,0,0
4.77450602191256,0.00909788882989516,0.00788930155013751,2.56580301622497,0.00258229068556299,0.004886922,1106.25,1168.75,0,0
4.85250667500923,0.00914251781660156,0.00793421404476616,2.48469552069623,0.00841230752587524,0.004886922,1106.25,1168.75,0,0
4.92809619196635,0.00921945937041009,0.00802263223632662,1.49614585843083,0.0872678687664169,0.005585053,1187.5,1162.5,0,0
4.99705172930737,0.00981962293213425,0.00872295582495021,2.47966141618844,0.0611650998123939,0.005585053,1187.5,1137.5,0,0
5.07342527165254,0.0102356727617832,0.00913311472576885,1.88354913514415,0.0466887945125844,0.005585053,1193.75,1131.25,0,0
