vx_mps,vy_mps,dpsi_radps,ax_mps2,ay_mps2,deltawheel_rad,TwheelRL_Nm,TwheelRR_Nm,pBrakeF_bar,pBrakeR_bar
3.05799065143575,0.00327991305153299,0.00216523348353803,3.83378434181213,0.0505020022392273,0.00645771808922291,981.25,981.25,0,0
3.06974730763881,0.00576848962716103,0.00519055671584681,6.61067241316759,0.208604495350547,0.00645771808922291,1012.5,1025,0,0
3.15289532175437,0.00707030236454095,0.00636527854125146,1.9264207979414,0.0780958254779119,0.00645771808922291,1012.5,1025,0,0
3.23013579438789,0.00777018905755901,0.00684863988332437,2.08961793989383,0.033775155141718,0.00645771808922291,1000,1025,0,0
3.30903445837608,0.0082092213959643,0.00712095197112532,2.40408185043264,-0.080311732104637,0.00558505346998572,956.25,968.75,0,0
3.38751802194528,0.00793936619478925,0.0066787671588145,1.75195716569728,-0.0420309080560986,0.00558505346998572,950,1025,0,0
3.42209704526869,0.00787634103211574,0.00660411034236151,2.24900581068674,-0.105490846483578,0.00488692196086049,1012.5,1000,0,0
3.50057940824332,0.00741103132822754,0.00609644385186139,2.52664885109165,-0.223799674935331,0.00331612559966743,1012.5,1000,0,0
3.57370713250795,0.00615655433829534,0.00477906085544838,0.637806116819197,-0.20944125826405,0.00244346098043025,1000,975,0,0
3.62422201763659,0.00495506272438216,0.00367648080732588,1.1942000362641,-0.186918233398946,0.00174532923847437,937.5,993.75,0,0
3.67896155624602,0.00386400273128732,0.00274856537008063,2.3442981464474,-0.0999085739334908,0.00174532923847437,1018.75,1012.5,0,0
3.75643146549057,0.00330644768735359,0.00242166059117347,2.65031888899346,-0.0533261704522306,0.00174532923847437,981.25,993.75,0,0
3.82505940369187,0.00302507688221506,0.002319403734956,2.09265329453453,-0.028968899979653,0.00174532923847437,981.25,993.75,0,0
3.86911676705757,0.00289264026467177,0.00230708988634734,2.37958728625815,-0.0171860141293725,0.00174532923847437,937.5,943.75,0,0
3.94757113100368,0.00283083765151325,0.00231792345500352,2.40693204177265,0.0664063200985227,0.00244346098043025,993.75,1037.5,0,0
3.98849070377508,0.00329975416375273,0.00289780176751906,2.3252946162308,-0.0393859938063382,0.00174532923847437,1037.5,962.5,0,0
4.0676499130841,0.00309280333322838,0.00260811412240825,2.24454706939848,-0.0208169468761893,0.00174532923847437,968.75,1056.25,0,0
4.12941163741214,0.00299446418076292,0.00250732160520988,2.20603410353848,0.0640409831938752,0.00244346098043025,968.75,1056.25,0,0
4.18538114240129,0.00345266320012677,0.00305545615023412,2.46307471673391,-0.0387460301432156,0.00174532923847437,968.75,968.75,0,0
4.24796813004047,0.00323527341596785,0.00274541844859673,2.49603935675892,0.0540004152154438,0.00244346098043025,1025,1000,0,0
4.32629171515046,0.00362589556280139,0.00320386121508488,1.91071578317473,0.126915120204831,0.00331612559966743,1043.75,1043.75,0,0
4.38112104628926,0.00449423189316639,0.00415126792869537,2.44265982118865,0.150285450133155,0.00401425734162331,981.25,1025,0,0
4.44087334217569,0.00552718659795839,0.00518764248071132,2.44781752134401,0.184059466659421,0.00488692196086049,981.25,1025,0,0
4.50807884728592,0.00678682526291055,0.00641559918645944,2.60549618150003,0.112239410446766,0.00488692196086049,1075,1056.25,0,0
4.58545681849944,0.00757199703636212,0.00702852405048935,1.13316273843094,0.147421372642565,0.00558505346998572,987.5,1043.75,0,0
4.65022450341336,0.00858792518196821,0.00795203947359542,-0.153856434491557,0.0935964915049218,0.00558505346998572,987.5,1037.5,0,0
4.68169791772926,0.0092305379164084,0.00842195030335131,2.21244456853118,0.0592371335648501,0.00558505346998572,981.25,1062.5,0,0
4.75939570110867,0.0096680148136415,0.00870748736902679,2.45469211282618,0.137022698152032,0.00645771808922291,981.25,1062.5,0,0
4.83660752403981,0.010614036237184,0.00964514000767599,2.10648414355702,0.0919780539840614,0.00645771808922291,987.5,987.5,0,0
4.88112222645038,0.0112511440176493,0.010177071357709,2.37601572837678,0.061494376100207,0.00645771808922291,1000,1081.25,0,0
4.96029601538308,0.0116879131473921,0.0104933932442885,2.56927546983241,-0.0465205387534284,0.00558505346998572,1025,981.25,0,0
5.02290372177875,0.0113709085952073,0.00996749649976874,2.09701618867056,-0.0210132102229293,0.00558505346998572,1062.5,1056.25,0,0
5.0962051064609,0.0112309003989305,0.00977741241602297,0.883775330418827,-0.00440787116148211,0.00558505346998572,1062.5,1056.25,0,0
5.15464107420138,0.0111841403503666,0.00973695562884038,2.31454457503609,-0.0703539336253461,0.00488692196086049,1068.75,1068.75,0,0
5.22729285455142,0.01068855840719,0.00917632522780477,1.72690823182648,-0.0358773405155984,0.00488692196086049,1031.25,1018.75,0,0
5.28060339869002,0.0104186759624838,0.00894852124358264,2.46227187368809,-0.185466687719445,0.00331612559966743,993.75,1018.75,0,0
5.35067037957192,0.00912057578011784,0.00750459672015089,2.26183332858483,-0.205429310390556,0.00244346098043025,1043.75,1075,0,0
5.421753325402,0.00768355985629698,0.00603518349730385,0.925946139913598,-0.201472341808608,0.00174532923847437,1043.75,1075,0,0
5.48252398705964,0.00627312684987176,0.00468842894655765,2.03469390295017,-0.126320863784787,0.00174532923847437,1087.5,1031.25,0,0
5.55091771997332,0.00538758349099818,0.00401055209632135,1.86595334557142,-0.0033476339167841,0.00244346098043025,1025,1050,0,0
5.61684399202955,0.00534897505329415,0.00429615424825395,1.65829104811165,-0.0738048550819981,0.00174532923847437,981.25,1081.25,0,0
5.67275652068349,0.00481036378930915,0.00384912660663174,1.77055257485708,0.0301490109232743,0.00244346098043025,1018.75,1075,0,0
